heart_rate,emotion,symptoms,disease,risk,specialist
118,sad,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
78,sad,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
97,fear,cough tightness wheezing,Asthma,High,Pulmonologist
73,sad,pain numbness legs,Slip Disc,Low,Orthopedic
73,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
65,sad,pain stiffness swelling,Arthritis,Low,Orthopedic
127,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
114,neutral,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
77,neutral,abdominal diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
87,neutral,rash itching allergy,Allergy,Low,Dermatologist
73,sad,sadness loss of interest fatigue changes,Depression,Medium,Psychiatrist
121,sad,excessive worry restlessness irritability,Anxiety Disorder,Medium,Psychiatrist
87,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
89,sad,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
68,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
61,sad,pimples blackheads whiteheads oily,Acne,Low,Dermatologist
72,neutral,pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
149,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
65,neutral,red eyes itching,Conjunctivitis,Low,Ophthalmologist
73,sad,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
78,neutral,chest pain fever,Pericarditis,Low,Cardiologist
70,neutral,headache stiff fever,Meningitis,Low,Neurologist
81,sad,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
81,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
73,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
76,sad,pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
112,fear,palpitations dizziness chest,Arrhythmia,High,Cardiologist
84,sad,hand tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
78,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
68,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
83,neutral,fever headache body,Dengue,Low,General Physician
81,neutral,blurred vision frequent urination,Diabetes Type 2,Low,Endocrinologist
74,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
87,neutral,joint pain stiffness,Osteoarthritis,Low,Orthopedic
86,neutral,sore throat fever swollen lymph,Strep Throat,Low,ENT Specialist
69,neutral,weight loss thirst urination,Diabetes,Low,Endocrinologist
75,sad,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
74,neutral,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
67,sad,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
108,neutral,weight anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
79,neutral,fever headache body pain,Dengue,Low,General Physician
78,sad,pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
64,neutral,cough fever night sweats weight,Tuberculosis,Low,Pulmonologist
75,angry,headache nausea sensitivity to light,Migraine,Medium,Neurologist
76,neutral,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
82,neutral,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
76,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
67,neutral,back pain of height bone fractures,Osteoporosis,Low,Orthopedic
81,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
151,fear,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
62,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
76,neutral,back pain loss of height bone,Osteoporosis,Low,Orthopedic
67,neutral,fever headache abdominal pain,Typhoid,Low,Infectious Disease Specialist
75,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
74,sad,fever chills headache,Malaria,Low,Infectious Disease Specialist
70,sad,headache stiff neck fever,Meningitis,Low,Neurologist
74,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
64,neutral,headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
87,sad,pain stiffness swelling,Arthritis,Low,Orthopedic
77,neutral,pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
75,neutral,blurred vision frequent urination,Diabetes Type 2,Low,Endocrinologist
76,sad,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
69,sad,abdominal diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
79,sad,chest pain cough,Pericarditis,Low,Cardiologist
88,neutral,acid reflux chest pain,GERD,Low,Gastroenterologist
104,fear,weight loss anxiety rapid heartbeat heat,Hyperthyroidism,Medium,Endocrinologist
85,neutral,frequent excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
71,angry,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
72,neutral,frequent urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
88,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
72,disgust,headache nausea sensitivity to light,Migraine,Medium,Neurologist
66,sad,stomach pain nausea,Food Poisoning,Low,Gastroenterologist
86,neutral,pimples blackheads whiteheads oily skin,Acne,Low,Dermatologist
69,neutral,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
86,sad,back pain numbness,Slip Disc,Low,Orthopedic
72,sad,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
70,sad,itching redness dry skin,Eczema,Low,Dermatologist
69,neutral,skin rash itching allergy,Allergy,Low,Dermatologist
86,sad,numbness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
90,sad,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
61,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
82,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
87,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
88,neutral,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
61,sad,headache stiff neck fever,Meningitis,Low,Neurologist
88,neutral,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
90,neutral,red patches silvery scales itching,Psoriasis,Low,Dermatologist
65,sad,frequent urination excessive weight loss,Diabetes Type 1,Low,Endocrinologist
90,neutral,joint fever rash,Lyme Disease,Low,Infectious Disease Specialist
85,neutral,seizures confusion loss of awareness,Epilepsy,Low,Neurologist
80,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
80,sad,chronic shortness of breath wheezing,COPD,Low,Pulmonologist
80,neutral,fever cough fatigue,Flu,Low,General Physician
86,neutral,cough fever night sweats loss,Tuberculosis,Low,Pulmonologist
99,neutral,headache blurred vision,Hypertension,Medium,Neurologist
67,sad,ear pain fever hearing,Otitis Media,Low,ENT Specialist
76,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
87,sad,abdominal pain bloating constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
63,sad,pain fever hearing loss,Otitis Media,Low,ENT Specialist
71,sad,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
65,neutral,sore throat fever swollen lymph,Strep Throat,Low,ENT Specialist
131,sad,pain radiating to arm shortness of breath,Angina,High,Cardiologist
62,sad,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
68,neutral,chronic cough shortness of wheezing,COPD,Low,Pulmonologist
78,sad,chills sweating headache,Malaria,Low,Infectious Disease Specialist
64,neutral,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
82,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
74,neutral,stiff neck fever,Meningitis,Low,Neurologist
81,neutral,fever headache pain,Dengue,Low,General Physician
68,sad,ear pain hearing loss,Otitis Media,Low,ENT Specialist
62,sad,sadness of interest fatigue sleep changes,Depression,Medium,Psychiatrist
72,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
102,neutral,headache blurred dizziness,Hypertension,Medium,Neurologist
79,neutral,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
60,sad,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
66,sad,jaundice fatigue abdominal pain urine,Hepatitis,Low,Gastroenterologist
71,neutral,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
84,sad,pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
78,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
86,neutral,blurred frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
79,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
78,sad,headache stiff neck fever,Meningitis,Low,Neurologist
86,neutral,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
89,neutral,ear fever hearing loss,Otitis Media,Low,ENT Specialist
68,neutral,hand tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
80,sad,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
133,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
63,sad,fatigue weight gain depression cold,Hypothyroidism,Low,Endocrinologist
66,sad,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
110,angry,headache blurred dizziness,Hypertension,Medium,Neurologist
62,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
65,neutral,frequent urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
70,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
72,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
88,neutral,abdominal pain diarrhea blood stool,Ulcerative Colitis,Low,Gastroenterologist
111,sad,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
83,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
106,sad,cough chest tightness,Asthma,High,Pulmonologist
73,neutral,loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
87,neutral,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
88,neutral,fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
60,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
61,sad,abdominal pain diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
110,sad,chest pain dizziness,Heart Failure,High,Cardiologist
67,sad,weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
85,neutral,heartburn acid reflux pain,GERD,Low,Gastroenterologist
96,sad,fever cough chest pain shortness breath,Pneumonia,High,Pulmonologist
74,neutral,sadness loss interest fatigue sleep changes,Depression,Medium,Psychiatrist
69,sad,fever headache body,Dengue,Low,General Physician
112,neutral,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
90,sad,back pain loss of height fractures,Osteoporosis,Low,Orthopedic
76,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
62,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
102,sad,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
90,neutral,fever headache body pain,Dengue,Low,General Physician
81,sad,redness dry skin rash,Eczema,Low,Dermatologist
96,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
61,sad,pimples blackheads oily skin,Acne,Low,Dermatologist
95,fear,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
84,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
83,sad,seizures temporary loss of awareness,Epilepsy,Low,Neurologist
80,sad,pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
68,sad,weight loss frequent urination,Diabetes,Low,Endocrinologist
69,sad,itching redness dry skin,Eczema,Low,Dermatologist
66,sad,itching redness dry rash,Eczema,Low,Dermatologist
64,sad,ear pain fever loss,Otitis Media,Low,ENT Specialist
97,sad,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
65,neutral,cough fever sweats weight loss,Tuberculosis,Low,Pulmonologist
96,fear,weight loss anxiety rapid heartbeat heat,Hyperthyroidism,Medium,Endocrinologist
75,neutral,skin rash itching allergy,Allergy,Low,Dermatologist
85,neutral,chest pain fever cough,Pericarditis,Low,Cardiologist
87,sad,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
69,neutral,sore throat fever swollen nodes,Strep Throat,Low,ENT Specialist
120,neutral,palpitations chest pain,Arrhythmia,High,Cardiologist
66,sad,chest pain cough,Pericarditis,Low,Cardiologist
61,neutral,fever abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
96,angry,blurred vision dizziness,Hypertension,Medium,Neurologist
72,sad,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
77,neutral,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
126,sad,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
74,sad,redness dry skin rash,Eczema,Low,Dermatologist
61,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
67,sad,heartburn reflux chest pain,GERD,Low,Gastroenterologist
71,sad,joint pain morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
71,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
155,neutral,dizziness chest pain,Arrhythmia,High,Cardiologist
68,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
73,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
117,sad,worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
66,sad,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
70,neutral,joint pain stiffness,Osteoarthritis,Low,Orthopedic
77,sad,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
84,sad,severe headache nausea sensitivity light,Migraine,Medium,Neurologist
155,fear,palpitations dizziness chest,Arrhythmia,High,Cardiologist
69,sad,back pain numbness,Slip Disc,Low,Orthopedic
76,neutral,jaundice fatigue abdominal pain urine,Hepatitis,Low,Gastroenterologist
85,neutral,frequent urination thirst weight loss,Diabetes Type 1,Low,Endocrinologist
112,fear,abdominal nausea fever loss of appetite,Appendicitis,Critical,Surgeon
89,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
76,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
80,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
88,neutral,fever headache pain,Dengue,Low,General Physician
115,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
110,fear,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
66,sad,hand numbness tingling,Carpal Tunnel Syndrome,Low,Orthopedic
79,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
61,sad,pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
114,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
97,sad,facial drooping arm speech difficulty,Stroke,Critical,Neurologist
80,sad,pimples blackheads whiteheads skin,Acne,Low,Dermatologist
108,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
67,neutral,joint pain stiffness,Osteoarthritis,Low,Orthopedic
73,neutral,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
58,neutral,loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
83,sad,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
73,neutral,fever chills headache,Malaria,Low,Infectious Disease Specialist
72,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
68,sad,acid reflux chest pain,GERD,Low,Gastroenterologist
87,sad,frequent urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
